Artikelnummer;Artikelname;Länge;Breite;Höhe;Artikelgewicht;Farbe
4933478867;M12CML-0 Akku-Echtfarbenleuchte Milwaukee;51,5;32;10;2,01;2283FF
4933479366;M12CML-401 Akku-Echtfarbenleuchte Milwaukee;25,8;18,3;8,4;1,64;2284FF
4933459432;M12UHL-0 Akku-Motorhaubenleuchte Milwaukee;11,8;22,2;121,6;3,12;2285FF
4932430563;M18LL-0  Akku-Laternenleuchte Milwaukee;30,6;10;9,4;0,68;2286FF
4932430562;M12LL-0 Akku-Laternenleuchte Milwaukee;35;11,5;20;0,75;2287FF
4932430361;M18TLED-0  Akku-Handleuchte Milwaukee;19,2;10,2;28;0,51;2288FF
4932430360;M12TLED-0 Akku-Handleuchte Milwaukee;19,1;11,2;27,9;0,42;2289FF
4933479763;L4FL-301 USB-Akku-Handleuchte Milwaukee;9;14,5;25,5;0,19;2290FF
4933479765;L4PWL-301 USB Akku-Taschenlampe Milwaukee;8;15;25;0,39;2291FF
4933479766;L4FFL-301 USB-Akku-Handleuchte Milwaukee;25;5;15;0,39;2292FF
4933479767;L4HLRP-301 USB-Akku-Stirnlampe Milwaukee;8;14,2;25,4;0,38;2293FF
4933479769;L4TMLED-301 USB Akku-Taschenlampe Milwaukee;80;14;25;0,35;2294FF
4933479770;L4FMLED-301 USB Akku-Taschenlampe Milwaukee;24,1;7,8;25,7;0,33;2295FF
4933478869;L4SL550-301 USB-Akku-Handstableuchte Milwaukee;31,7;6;14,7;0,57;2296FF
4933479898;L4NL400-301 USB-Akku-Nackenleuchte Milwaukee;16;4,5;26;0,42;2297FF
4933479963;L4HL2-301 USB-Akku-Stirnlampe Milwaukee;15,1;7,3;25,5;0,36;2298FF
4933479637;L4FL2000-301 USB Akku-Taschenlampe Milwaukee;14;25;6;0,38;2299FF
4933493528;IRFFL Akku-Handleuchte Milwaukee;15;5;9;0,37;2300FF
4933478587;IRHL450 USB-Akku-Stirnlampe Milwaukee;22,8;14,3;7,1;0,26;2301FF
4933478586;IRFL500 USB-Akku-Taschenlampe Milwaukee;6;13,5;23;0,24;2302FF
4933478705;IRPL250 Wiederaufladbare Stiftlampe Milwaukee;12,2;5,7;25,3;0,2;2303FF
4933459440;IPL-LED Stiftlampe Milwaukee;12;5;23;0,17;2304FF
4933464825;ML-LED Taschenlampe Milwaukee;22,3;5,1;12,1;0,24;2305FF
4933464824;FL-LED Handleuchte Milwaukee;23;12;4;0,22;2306FF
4933471388;HL-SF Stirnlampe Milwaukee;8;14;23;0,23;2307FF
4933478112;ISHL-0 Eigensichere Stirnlampe Milwaukee;5;10;21;0,34;2308FF
4933471286;HL2-LED Stirnlampe Milwaukee;22,8;14,1;6,6;0,2;2309FF
4932479265;M18B5-CR Akku 5.0 Ah Chemikalienbeständig Milwaukee;13,1;8,8;10,1;0,8;2310FF
4932430063;M18B4 Akku 4.0 Ah Milwaukee;15,6;8,5;8,3;0,78;2311FF
4932430062;M18B2 Akku 2.0 Ah Milwaukee;9,4;6,2;13,1;0,48;2312FF
4932480165;M12HB5 (High Output) M12™ HIGH OUTPUT™ 5,0-Ah-Akku Milwaukee;10,7;7,4;12,6;0,45;2313FF
4932430065;M12B4 Akku 4.0 Ah Milwaukee;12,8;7,5;10,6;0,46;2314FF
4933478311;L4B3 Akku 3.0 Ah Milwaukee;10,1;3,4;14,7;0,07;2315FF
4932352732;M28BX Akku 3.0 Ah Milwaukee;9;15;9,5;1,1;2316FF
4932430484;M28B5 Akku 5.0 Ah Milwaukee;10,6;10,3;16;1,16;2317FF
4932352968;MV18BX Akku 3.0 Ah Milwaukee;9,6;9;13,2;0,86;2318FF
4932399311;MXL12 Akku 3.0 Ah Milwaukee;15;7,2;8;0,77;2319FF
4932430098;M4B2 Akku 2.0 Ah Milwaukee;14,7;3,4;10;0,1;2320FF
4933498614;M18FORGENRG-122DBSC M18 FORGENRG Kit Milwaukee;36,5;20;20,5;6,19;2321FF
4933498616;M18FORGENRG-802DBSC M18 FORGENRG Kit Milwaukee;36,5;19;20,7;5,46;2322FF
4933498610;M18FORGENRG-122 M18 FORGENRG Kit Milwaukee;21;15,5;23;4,32;2323FF
4933464261;M18HNRG-122 18V Starterset Milwaukee;19,9;16,8;23,1;4,76;2324FF
4933498612;M18FORGENRG-802 M18 FORGENRG Kit Milwaukee;16;20;23;3,5;2325FF
4933471071;M18HNRG-302 18V Starterset Milwaukee;15,6;15,5;22,8;2,5;2326FF
4933459217;M18NRG-502  M18™ NRG Pack Milwaukee;38,9;18,8;10,3;2,93;2327FF
4933459215;M18NRG-402 18V Starterset Milwaukee;31,5;20,4;8,8;2,58;2328FF
4933459213;M18NRG-202 18V Starterset Milwaukee;31,8;20,7;9,5;1,88;2329FF
4933459208;M12NRG-603 12V Starterset Milwaukee;7;37,5;15;1,89;2330FF
4933451903;M12NRG-602 12V Starterset Milwaukee;7,5;38;15;1,63;2331FF
4933459211;M12NRG-402 12V Starterset Milwaukee;37,5;15;7,5;1,63;2332FF
4933459207;M12NRG-303 12V Starterset Milwaukee;29,8;8,3;15;1,32;2333FF
4933451902;M12NRG-302 12V Starterset Milwaukee;15;29,5;7,5;1,16;2334FF
4933459209;M12NRG-202 12V Starterset Milwaukee;29,7;8,2;15;1,14;2335FF
4933451900;M12NRG-201 12V Starterset Milwaukee;24,2;14,5;8,7;0,94;2336FF
4932479831;M18NRGCR-502 18V Starterset Milwaukee;18;15,5;23,3;2,7;2337FF
4932493335;L4PPS-301 REDLITHIUM™ USB-Akku und Ladegerät Milwaukee;20,1;4,2;12;0,24;2338FF
4932498551;M18MPC6 M18™ PACKOUT™ 6-fach Schnellladegerät Milwaukee;32,3;25,8;39,5;4,7;2339FF
4932480162;M18PC6  PACKOUT 6-fach Ladegerät Milwaukee;26,5;40;32,5;4,7;2340FF
4932498557;M18MDBSC M18™ Zweifach-Schnellladegerät Milwaukee;37,7;16,8;19;3,1;2341FF
4932492531;M18DBSC M18™ Zweifach-Schnellladegerät Milwaukee;28;9,2;9,2;3;2342FF
4932352959;M12-18C Ladegerät Milwaukee;19,9;17,6;9,1;0,96;2343FF
4932430086;M1418C6  Multi-Ladegerät Milwaukee;30,8;21,2;21,4;2,34;2344FF
4932352000;C12C Ladegerät Milwaukee;18,8;16,2;7,9;0,73;2345FF
4932492908;M12TC2-0 M12™ Ladegerät-Set Milwaukee;19;10;7;0,39;2346FF
4932430554;M12C4 Multi-Ladegerät Milwaukee;18,4;10,8;31,3;1,39;2347FF
4932459450;M12TC Ladegerät Milwaukee;27,2;21,1;9,8;0,42;2348FF
4932352524;M28C Ladegerät Milwaukee;22,5;18,6;10;1,04;2349FF
4933471685;K2628H Abbruchhammer Milwaukee;66,5;26;88;33,93;2350FF
4933464117;K1530H  Abbruchhammer Milwaukee;27;45;86;26,53;2351FF
4933464118;K1528H Abbruchhammer Milwaukee;27,5;44,5;92;26,8;2352FF
4933464120;K1000S Meisselhammer Milwaukee;29;45;94;21,15;2353FF
4933375710;K950S Kombihammer Milwaukee;39;78;20,5;17,94;2354FF
4933375650;K900K  Meißelhammer Milwaukee;79,7;20,8;38,8;16,86;2355FF
4933375720;K900S  Meißelhammer Milwaukee;39;79,7;20,6;17,3;2356FF
4933498603;HACO850 SDS-max Kombihammer 50mm Milwaukee;65;16,7;52,2;15,2;2357FF
4933464896;K850S Kombihammer Milwaukee;18;66,5;18;16,75;2358FF
4933398200;K545S Kombihammer Milwaukee;59;12,5;43,9;11,47;2359FF
4933418100;K540S Kombihammer Milwaukee;58,8;15;45,5;10,54;2360FF
4933443180;K500ST Meißelhammer Milwaukee;16;59;45;10,02;2361FF
4933398220;K500S Meißelhammer Milwaukee;16,1;59,4;44,3;12,1;2362FF
4933384300;PCE3/K Meißelhammer Milwaukee;41,8;12,1;33,2;5,9;2363FF
4933400069;PLH32XE Kombihammer Milwaukee;41,5;11;32,8;6,45;2364FF
4933446790;PLH28E Kombihammer Milwaukee;14;45,5;37,5;6,27;2365FF
4933446800;PLH28XE Kombihammer Milwaukee;45,9;13,6;37,4;6,75;2366FF
4933396420;PH30X Kombihammer Milwaukee;12,2;41,8;33;5,98;2367FF
4933396396;PH28 Kombihammer PH 28 X Milwaukee;12,2;41,9;33;5,3;2368FF
4933396392;PH28X Kombihammer Milwaukee;12,2;41,9;33;5,88;2369FF
4933464580;PH26T Kombihammer Milwaukee;34,2;13,4;43;5,73;2370FF
4933464579;PH26TX Kombihammer Milwaukee;43;14;36;6,15;2371FF
4933464581;PFH26T Bohrhammer Milwaukee;34,5;14;44;5,37;2372FF
4933428230;PFH26 Bohrhammer Milwaukee;13,5;44;34,4;5,18;2373FF
4933459794;BRT Trolley für Meißelhämmer K200H & K2500H Milwaukee;115,5;33,5;51;16,37;2374FF
4933451524;IPWE400R Schlagschrauber Milwaukee;32;9;31;3,76;2375FF
4933451525;IPWE520R Schlagschrauber Milwaukee;32,5;8,3;30,6;3,82;2376FF
4933368690;DD2-160XE  Diamantbohrmaschine Milwaukee;66;13;31;7,66;2377FF
4933428000;DD3-152 Diamantbohrmaschine Milwaukee;60;20;46;11,58;2378FF
4933380507;SB2-35D Schlagbohrmaschine Milwaukee;22;48,5;9;5,2;2379FF
4933419595;PD2E24R Schlagbohrmaschine Milwaukee;43;34,5;13,5;5,43;2380FF
4933419570;PD2E22R Schlagbohrmaschine Milwaukee;43;34,5;13;5,4;2381FF
4933431955;PD705 Schlagbohrmaschine Milwaukee;32;9,5;26,5;2,62;2382FF
4933409206;PDE16RP Schlagbohrmaschine Milwaukee;40;11;33;3,9;2383FF
4933409200;PDE13RX Schlagbohrmaschine Milwaukee;41,5;11,5;33,5;3,71;2384FF
030250;HDE13RQX Bohrmaschine Milwaukee;32;9;23;2,83;2385FF
4933428550;HDE13RQX-KIT Bohrmaschine Milwaukee;47,5;12,5;36,5;4,96;2386FF
4933409194;DE13RP Bohrmaschine Milwaukee;32,5;42;11;3,83;2387FF
4933448025;AGV15-125XCDEC-SET Winkelschleifer mit Absaughaube Trennen Milwaukee;47;21;36;7,33;2388FF
4933448035;AGV15-125XCDEG-SET Winkelschleifer mit Absaughaube Schleifen Milwaukee;47,5;37;19,5;7,58;2389FF
4933448830;AGV15-125XEDEG-SET Winkelschleifer mit Absaughaube Schleifen Milwaukee;48,1;36,2;19;7,6;2390FF
4933448030;AGV12-125XDEG-SET Winkelschleifer Milwaukee;37,1;20,2;47,9;7,42;2391FF
4933448020;AGV12-125XDEC-SET Winkelschleifer Milwaukee;48;19,5;37;7,14;2392FF
4933383350;WCS45 Mauernutfräse Milwaukee;31,5;37;31;14,11;2393FF
4933383855;WCE30 Mauernutfräse Milwaukee;48;37;19;8,77;2394FF
4933402365;AGVM26-230GEXProTector Winkelschleifer Milwaukee;11,3;62,6;24,3;9,16;2395FF
4933402495;AGVM26-230GEXProTector/Totmannschalter Winkelschleifer mit Totmannschalter Milwaukee;11,7;63,4;23,5;9,19;2396FF
4933402360;AGV26-230GEProTector Winkelschleifer Milwaukee;11,5;63,5;24;8,6;2397FF
4933402490;AGV26-230GEProTector/Totmannschalter Winkelschleifer mit Totmannschalter Milwaukee;12,4;63,4;24,4;8,76;2398FF
4933402340;AGVM24-230GEXProTector Winkelschleifer Milwaukee;63;24;11;9,15;2399FF
4933402475;AGVM24-230GEXProTector/Totmannschalter Winkelschleifer mit Totmannschalter Milwaukee;60;24;11,5;9,2;2400FF
4933471464;AGVKB-24-230 EKX Winkelschleifer mit arretierbarem Schalter Milwaukee;11,5;63;24;7,78;2401FF
4933471463;AGVKB-24-230 EKX DMS Winkelschleifer mit Totmannschalter Milwaukee;11,5;63,5;24,5;7,77;2402FF
4933451413;AGVK24-230EK Winkelschleifer Milwaukee;63;24;11,5;7,27;2403FF
4933451414;AGVK24-230EK/Totmannschalter Winkelschleifer mit Totmannschalter Milwaukee;63;12;24;7,22;2404FF
4933402330;AGV24-230GEProTector Winkelschleifer Milwaukee;12,4;63,4;24,4;8,8;2405FF
4933402325;AG24-230EProTector Winkelschleifer Milwaukee;11,3;62,7;24,1;8,15;2406FF
4933402450;AG24-230EProTector/Totmannschalter Winkelschleifer mit Totmannschalter Milwaukee;40;63;24;8,6;2407FF
4933431820;AGV22-180E  Winkelschleifer  Milwaukee;59;19;19;7,17;2408FF
4933431850;AGV22-230E  Winkelschleifer  Milwaukee;20;60;18,5;7,32;2409FF
4933431860;AGV22-230/Totmannschalter Winkelschleifer  Milwaukee;19,5;59,5;19;7,39;2410FF
4933431830;AG22-180/DMS Winkelschleifer mit Totmannschalter Milwaukee;19;95;19,5;5,75;2411FF
4933433630;AG22-230/DMS Winkelschleifer mit Totmannschalter Milwaukee;59,9;19,4;18,7;7;2412FF
4933432230;AGV17-125XEProTector Winkelschleifer Milwaukee;8,9;50;19,2;3,88;2413FF
4933432690;AGV17-125XEProTector/Totmannschalter Winkelschleifer Milwaukee;49,5;19;9;3,89;2414FF
4933449850;AGV17-125XCProTector Winkelschleifer Milwaukee;50;19;9;3,87;2415FF
4933455140;AGV17-125XCProTector/Totmannschalter Winkelschleifer Milwaukee;50;19;9;3,89;2416FF
4933432250;AGV17-150XCProTector/Totmannschalter Winkelschleifer Milwaukee;9;50;19,5;4,1;2417FF
4933432270;AGV17-180XCProTector/Totmannschalter Winkelschleifer Milwaukee;50;9;19,8;4,22;2418FF
4933449870;AGV17-125INOXProTector Winkelschleifer Milwaukee;49,5;20;9;3,97;2419FF
4933428120;AGV15-125XCProTector Winkelschleifer Milwaukee;16;42,5;9;3,6;2420FF
4933428127;AGV15-125XEProTector Winkelschleifer Milwaukee;16;42,5;10;3,67;2421FF
4933433250;AGV15-150XCProTector Winkelschleifer Milwaukee;42;15,5;20;3,78;2422FF
4933451218;AGV13-125XE Winkelschleifer Milwaukee;16,2;43;9,6;3,45;2423FF
4933464998;AGV13-125XSPDEB Winkelschleifer Milwaukee;50;8,5;15,5;3,6;2424FF
4933471194;AGV13-125XSPDEBKIT Winkelschleifer Milwaukee;13,4;47,5;36,5;5,77;2425FF
4933451578;AGV13-125XSPDE/Totmannschalter Winkelschleifer Milwaukee;15,3;8,6;52,5;3,58;2426FF
4933451577;AG13-125XSPD Winkelschleifer Milwaukee;52,5;9;15;3,47;2427FF
4933428085;AGV12-125XProTector Winkelschleifer Milwaukee;16,2;43;9,6;3,45;2428FF
4933451222;AGV10-125EK Winkelschleifer Milwaukee;13,5;37,5;12,5;3,13;2429FF
4933451219;AG10-115EK Winkelschleifer Milwaukee;37;14;13;3,03;2430FF
4933451220;AG10-125EK 1000 W Winkelschleifer Milwaukee;13,7;37,5;12,8;3,03;2431FF
4933451213;AG800-125EK Winkelschleifer Milwaukee;32,8;13;11;2,88;2432FF
4933451210;AG800-115E Winkelschleifer Milwaukee;33;13;11;2,7;2433FF
4933451211;AG800-125E Winkelschleifer Milwaukee;13;33;11,5;2,7;2434FF
4933451281;AG800-115ED-SET Winkelschleifer Milwaukee;29,5;14;39;4,22;2435FF
4933407480;AGS15-125CProTector Winkelschleifer Milwaukee;9;50,5;20;3,82;2436FF
4933383940;AS12E Schleifer Milwaukee;19,3;50;8,9;3,76;2437FF
4933432800;AP14-2 200E Polierer Milwaukee;9,5;55;21;3,79;2438FF
4933493427;AP14-2 200E KIT Polierer AP 14-2 200 E Kit Milwaukee;48,5;36,5;20;6,75;2439FF
4933383925;AP12E Polierer Milwaukee;9;50;20;4,08;2440FF
4933385110;DGL34 Geradschleifer Milwaukee;8,9;41,8;13,8;2,48;2441FF
4933385100;DG30E Geradschleifer Milwaukee;42;14;8,5;2,05;2442FF
4933391200;DG7E Geradschleifer Milwaukee;13,5;40;9;2,51;2443FF
4933440615;MCS66 Metallkreissäge Milwaukee;56,6;34,5;36,7;12,28;2444FF
4933448245;BS125 Bandsäge Milwaukee;57,2;23;47,2;11,07;2445FF
4933411760;CHS355 Metralltrennschleifer Milwaukee;59,4;38,1;44,6;21,14;2446FF
4933409211;DE10RX Bohrmaschine Milwaukee;31;23;7;2,25;2447FF
4933451015;MDE41 Magnetkernbohreinheit Milwaukee;69,9;19,2;52,2;20,99;2448FF
4933451014;MDP41 Magnetkernbohreinheit Milwaukee;54;68;19,5;22,11;2449FF
4933428900;SSPE1500X Säbelsäge Milwaukee;57,3;29,4;14,1;6,48;2450FF
4933440590;SSPE1300RX Säbelsäge Milwaukee;29;58;12;6,35;2451FF
4933428520;SSPE1300SX Säbelsäge Milwaukee;28,5;56,5;40;6,5;2452FF
4933416710;SSD1100X Säbelsäge Milwaukee;57,4;29,2;13;5,35;2453FF
4933357990;FSPE110X Stichsäge Milwaukee;42;12,5;32,5;4,34;2454FF
4933381230;JSPE135TX Stichsäge Milwaukee;10,5;41;32,5;4,59;2455FF
4933451117;CS85SB Kreissäge Milwaukee;30;33;44;9,73;2456FF
4933451116;CS85CBE Kreissäge Milwaukee;55;32;38,5;15,57;2457FF
638051;SCS65Q Kreissäge Milwaukee;49;35;28;9,3;2458FF
4933419225;CS60 Kreissäge Milwaukee;26;38;23;6,42;2459FF
4933471055;MS216SB  Kapp- und Gehrungssäge Milwaukee;57;41;56;19,4;2460FF
4933385150;BS100LE Bandschleifer Milwaukee;19,5;44,5;19,5;6,39;2461FF
4933433180;ROS125E Exzenterschleifer Milwaukee;34,4;14,9;18,4;2,68;2462FF
4933447015;SPS140 Schwingschleifer Milwaukee;34,5;15,5;19,5;2,92;2463FF
4933459418;AS-42MAC Absaugsystem Milwaukee;40;80;72;26,5;2464FF
4933459415;AS-30MAC Absaugsystem Milwaukee;79;39,5;64,5;21,56;2465FF
4933459411;AS-30LAC Absaugsystem Milwaukee;79,5;40;63,6;21,51;2466FF
4933447480;AS2-250ELCP Absaugsystem Milwaukee;38,5;40,5;62,5;10,9;2467FF
4933493593;AS2-250EM M Klasse Staubsauger 25L Milwaukee;40,4;41,2;63,7;12,17;2468FF
4933493595;AS2-250EH H Klasse Staubsauger 25L Milwaukee;40,9;39,7;63,7;12,24;2469FF
4932478965;RCS Funksteckdose mit Fernbedienung Milwaukee;17,7;9,5;11,5;0,5;2470FF
4932479620;RCO Fernbedienung für RCS Milwaukee;13;5;15,5;0,08;2471FF
4933498575;M18BLPP2G-502X M18 ™ POWERPACK Milwaukee;32;51;39;14;2472FF
4933480873;M18FPP2A3 M18 ™ POWERPACK Milwaukee;13;47;36;7,68;2473FF
4933498658;M18FPP6G3-502B  M18 ™ POWERPACK Milwaukee;68,5;23,5;34;17,86;2474FF
4933480874;M18FPP6E3 M18 ™ POWERPACK Milwaukee;68,5;25,5;34,5;18,13;2475FF
4933498659;M18FPP6H3-502B  M18 ™ POWERPACK Milwaukee;66;35;23;18,5;2476FF
4933480875;M18FPP6F3 M18 ™ POWERPACK Milwaukee;69,1;34,1;23,2;18,2;2477FF
4933492838;M18BLCPP5A-502B M18 ™ POWERPACK Milwaukee;60;35;22;14,56;2478FF
4933471209;M18FPP5K-502B M18 ™ POWERPACK Milwaukee;27;62;33;15,24;2479FF
4933493244;M18ONEPP2A3-502X M18 ™ POWERPACK Milwaukee;12,5;47,5;36;7,8;2480FF
4933492846;M18BLPP2B3-502X M18 ™ POWERPACK Milwaukee;48,9;14;39;7,08;2481FF
4933492827;M18BLCPP2A-402C M18 ™ POWERPACK Milwaukee;46;13,7;37;6,32;2482FF
4933492836;M18BLCPP2B-402C M18 ™ POWERPACK Milwaukee;46;13,6;37,1;6,25;2483FF
4933492837;M18BLCPP2B-502C M18 ™ POWERPACK Milwaukee;46;13,6;37;6,28;2484FF
4933492844;M18BLPP2A3-502X M18 ™ POWERPACK Milwaukee;47,5;13,7;36;7,38;2485FF
4933443497;M12BPP2B-421C M12 - Set Milwaukee;44;12,5;37;5,78;2486FF
4933499692;M12BLPP2A 402B M12 FUEL Powerpack Milwaukee;47,9;13,3;36,3;7,48;2487FF
4933499693;M12BLPP4A-202B M12 FUEL Powerpack Milwaukee;47,9;13,3;36,3;7,48;2488FF
4933499694;M12BLPP3A-202B M12 FUEL Powerpack Milwaukee;47,9;13,3;36,3;7,48;2489FF
4933480587;M12FPP2A2-402X M12 FUEL Powerpack Milwaukee;47,5;36,5;13,5;5,56;2490FF
4933480588;M12FPP2A2-602X M12 FUEL Powerpack Milwaukee;13;47,5;36;5,56;2491FF
4933480590;M12FPP2F2-402X M12 FUEL Powerpack Milwaukee;37;48;13;6,22;2492FF
4933480591;M12FPP2F2-602X M12 FUEL Powerpack Milwaukee;36;48;13;6,27;2493FF
4933500138;M12FPP2BG2-502X M12 FUEL Powerpack Milwaukee;47,5;13;36,2;5,66;2494FF
4933480594;M12FPP2E2-402X M12 FUEL Powerpack Milwaukee;48;14;39;5,2;2495FF
4933498741-SET;M12FPP2X2-402X M12 FUEL Power Pack Milwaukee;47,5;13;36,2;5,74;2496FF
4933480592;M12FPP2G2-402X M12 FUEL Powerpack Milwaukee;47,4;13,7;36,9;5,8;2497FF
4933480593;M12FPP2D2-422X M12 FUEL Powerpack Milwaukee;47,5;12,5;36;6,67;2498FF
4933500139;M12BLPP2D-202B M12 FUEL Powerpack Milwaukee;23,6;10,6;37,3;2,8;2499FF
4932478611;MXFCVS-2 m 2 m Vibrator-Welle Milwaukee;77;70;7,5;5,03;2500FF
4932479612;MXFCVS-3 m 3 m Vibrator-Welle Milwaukee;79;70,5;8;6,48;2501FF
4932478610;MXFCVS-4 m 4 m Vibrator-Welle Milwaukee;80,5;70,6;9;9,67;2502FF
4932479613;MXFCVS-6.4 m 6,4 m Vibrator-Welle Milwaukee;80;71,5;9;12,54;2503FF
4932479839;MXFCVH-25 mm 25 mm Vibrator-Kopf Milwaukee;40;95;50;1,35;2504FF
4932478612;MXFCVH-38 mm 38 mm Vibrator-Kopf Milwaukee;40,5;10,5;6;2,76;2505FF
4932478613;MXFCVH-50 mm 50 mm Vibrator-Kopf Milwaukee;42;12;8;4,33;2506FF
4932479840;MXFCVH-63 mm 63 mm Vibrator-Kopf Milwaukee;9;40;11,5;5,25;2507FF
4932498135;MXFCVSHF-2/44 2m/44mm MX FUEL Welle & Vibratorkopf Milwaukee;46;46;20;5,4;2508FF
4932498136;MXFCVSHF-5/44 5m/44mm MX FUEL Welle & Vibratorkopf Milwaukee;46;46;30;9,5;2509FF
4932498137;MXFCVSHF-10/44 10m/44mm MX FUEL Welle & Vibratorkopf Milwaukee;46;46;61;10,5;2510FF
4932498917;MXFCVSHF-2/57 2m/57mm MX FUEL Welle & Vibratorkopf Milwaukee;46;46;20;5,4;2511FF
4932498138;MXFCVSHF-5/57 5m/57mm MX FUEL Welle & Vibratorkopf Milwaukee;46;46;30;18,8;2512FF
4932498139;MXFCVSHF-10/57 10m/57mm MX FUEL Welle & Vibratorkopf Milwaukee;46;46;61;19,9;2513FF
4932493273;MXFPC50 PP Pflaster-Gleitvorrichtung für MX FUEL™ Rüttelplatte Milwaukee;61;61;20,5;2,9;2514FF
4932493274;MXFPC50 WK Transportreifen für MX FUEL™ Rüttelplatte Milwaukee;38,1;36,8;16,5;4,3;2515FF
4932498924;MXFPC50 WT Wassertank für MX FUEL™ Rüttelplatte Milwaukee;45,7;45,7;61;1,8;2516FF
4932479776;MXFPSB Profil für MXF PSC-1,22m Milwaukee;130;17;10;6;2517FF
4932479777;MXFPSB Profil für MXF PSC-1,83m Milwaukee;195;17,5;10;8,68;2518FF
4932479778;MXFPSB Profil für MXF PSC-2,44m Milwaukee;252;17,5;10,5;11,36;2519FF
4932479779;MXFPSB Profil für MXF PSC-3.00m Milwaukee;312;17;10;14;2520FF
4932479780;MXFPSB Profil für MXF PSC-3,65m Milwaukee;373,5;17,4;10,4;16;2521FF
4932479781;MXFPSB Profil für MXF PSC-4,25m Milwaukee;434;17;10;19,5;2522FF
4932479782;MXFPSB Profil für MXF PSC-4,87m Milwaukee;494,5;17;10,5;22;2523FF
4932499258;MXFPSCA Adapter für L-Profile für MX FUEL™ Vibrationsbohle Milwaukee;45;9,5;9;1,63;2524FF
4932498919;MXFWBT60P Glättteller für MX FUEL™ Flügelglätter 600 mm  Milwaukee;61;61;7,5;9;2525FF
4932498918;MXFWBT60CB Kombinationsflügel für MX FUEL™ Flügelglätter 600 mm (4 Stück) Milwaukee;30;15;7,5;7,5;2526FF
4932498920;MXFWBT90CB Kombinationsflügel für MX FUEL™ Flügelglätter 900 mm (4 Stück) Milwaukee;30;15;7,5;7,5;2527FF
4932498923;MXFWBT90FIB Finish-Flügel für MX FUEL™ Flügelglätter 900 mm (4 Stück) Milwaukee;30;15;7,5;7,5;2528FF
4932498922;MXFWBT90FLB Glättschuhe für MX FUEL™ Flügelglätter 900 mm (4 Stück) Milwaukee;30;15;7,5;7,5;2529FF
49165105;PTR2 RC Entgrater für MXF PTR2 Milwaukee;14;8,4;8,5;0,48;2530FF
48361401;PTR2 CW Schneidrad für für MXF PTR2 Milwaukee;15,3;10,2;2,7;0,11;2531FF
49165102;Gewindeschneidbacken für PVC-beschichtete Rohre Backeneinsätze für MXF PTR2 Milwaukee;2,8;4,2;5;0,12;2532FF
49165104;Gewindeschneidbacken für Rohre Backeneinsätze für MXF PTR2 Milwaukee;3,2;4,4;5,1;0,12;2533FF
4932478838;FPT2AK-RI Gewindeschneidkluppe Adapterkit RIDGID Milwaukee;16,5;25;9,5;2,47;2534FF
4932478839;FPT2AK-RE Gewindeschneidkluppe Adapterkit REMS Milwaukee;16,5;25;10;2,47;2535FF
4932478840;FPT2AK-RO Gewindeschneidkluppe Adapterkit Rothenberger Milwaukee;25;10;16,5;2,82;2536FF
4932493462;Mineralisches Gewindeschneidöl Mineralisches Gewindeschneidöl Milwaukee;25;19;15;4,48;2537FF
4932493463;Synthetisches Gewindeschneidöl Synthetisches Gewindeschneidöl Milwaukee;25;19;15;5,53;2538FF
48361107;"FPTD 1/2"" NPT HS Gewindeschneideisen FPTD 1/2"" NPT HS Milwaukee";13,9;9,7;2,3;0,08;2539FF
48361108;"FPTD 3/4"" NPT HS Gewindeschneideisen FPTD 3/4"" NPT HS Milwaukee";13,9;9,6;2,3;0,08;2540FF
48361109;"FPTD 1"" NPT HS Gewindeschneideisen FPTD 1"" NPT HS Milwaukee";13,8;9,6;2,2;0,14;2541FF
48361110;"FPTD 1-1/4"" NPT HS Gewindeschneideisen FPTD 1-1/4"" NPT HS Milwaukee";13,7;9,6;2,3;0,14;2542FF
48361111;"FPTD 1-1/2"" NPT HS Gewindeschneideisen FPTD 1-1/2"" NPT HS Milwaukee";13,8;9,6;2,2;0,22;2543FF
48361112;"FPTD 2"" NPT HS Gewindeschneideisen FPTD 2"" NPT HS Milwaukee";13,8;9,7;2,2;0,22;2544FF
4932480227;"FPTD 1/2"" BSPT Alloy BSPT Schneidkopf 1/2"" Milwaukee";13,8;89,5;22;0,08;2545FF
4932480228;"FPTD 3/4"" BSPT Alloy BSPT Schneidkopf 3/4"" Milwaukee";13,8;9,7;2;0,08;2546FF
4932480229;"FPTD 1"" BSPT Alloy BSPT Schneidkopf 1"" Milwaukee";13,8;9,7;2;0,14;2547FF
4932480230;"FPTD 1-1/4"" BSPT Alloy BSPT Schneidkopf 1-1/4"" Milwaukee";13,8;9,7;2;0,14;2548FF
4932480231;"FPTD 1-1/2"" BSPT Alloy BSPT Schneidkopf 1-1/2"" Milwaukee";14;10;2,5;0,21;2549FF
4932480232;"FPTD 2"" BSPT Alloy BSPT Schneidkopf 2"" Milwaukee";13,5;10;2;0,2;2550FF
4932480233;"FPTD 1/2"" BSPT HS BSPT HS Schneidkopf 1/2"" Milwaukee";10;2;14;0,1;2551FF
4932480234;"FPTD 3/4"" BSPT HS BSPT HS Schneidkopf 3/4"" Milwaukee";2;10;14;0,09;2552FF
4932480235;"FPTD 1"" BSPT HS BSPT HS Schneidkopf 1"" Milwaukee";10,9;18,6;30,7;0,15;2553FF
